transport,vehicle_type,vehicle_monthly_distance_km,frequency_of_traveling_by_air,region,heating_energy_source,how_long_tv_pc_daily_hour,how_long_internet_daily_hour,diet,monthly_grocery_bill,how_many_new_clothes_monthly,waste_bag_size,waste_bag_weekly_count,recycling,cooking_with,grid_factor,grocery_factor,household_size,country,carbon_emission_kgco2e_month
private,diesel,517.4,rarely,mixed,electricity,0.0,10.5,pescatarian,3690.3,0,small,1,['none'],"['stove', 'airfryer']",0.67013,0.11,6,india,765.7
private,petrol,200.5,never,mixed,natural gas,6.0,11.0,vegetarian,3546.3,9,medium,4,"['paper', 'metal', 'glass']","['stove', 'microwave']",0.67013,0.11,1,india,860.0
private,petrol,54.9,never,renewable_heavy,electricity,7.0,3.0,vegetarian,941.7,1,medium,1,"['paper', 'metal']","['stove', 'oven', 'microwave']",0.085,0.36,1,us,515.4
private,petrol,141.2,often,mixed,wood,6.0,3.0,vegan,1171.5,2,extra large,1,"['paper', 'metal', 'glass']",['microwave'],0.67013,0.11,4,india,494.3
public,none,230.9,rarely,renewable_heavy,electricity,6.0,6.5,vegan,4016.5,1,medium,3,['metal'],"['stove', 'oven', 'microwave']",0.147,0.11,2,india,699.7
private,diesel,375.7,never,mixed,electricity,3.5,8.5,omnivore,629.7,4,small,2,"['paper', 'metal']","['oven', 'airfryer']",0.67013,0.11,2,india,549.7
public,none,269.2,often,mixed,electricity,8.5,2.5,omnivore,1469.0,3,large,4,"['plastic', 'metal']","['stove', 'oven', 'microwave']",0.67013,0.11,3,india,791.7
public,none,585.3,rarely,mixed,electricity,3.5,3.5,vegetarian,628.1,1,medium,3,"['paper', 'plastic']","['stove', 'oven']",0.3844,0.36,2,us,516.5
private,diesel,99.2,rarely,renewable_heavy,natural gas,8.0,9.0,vegetarian,495.0,1,large,4,"['plastic', 'metal']","['stove', 'microwave']",0.085,0.36,1,us,632.3
public,none,99.5,often,renewable_heavy,electricity,3.0,6.5,omnivore,503.2,1,small,3,['none'],['stove'],0.085,0.36,1,us,706.5
private,petrol,448.6,never,mixed,natural gas,8.5,4.5,pescatarian,261.4,1,extra large,4,['paper'],"['stove', 'microwave']",0.3844,0.36,1,us,721.0
private,petrol,80.3,never,mixed,electricity,4.5,4.5,omnivore,421.0,2,extra large,16,['none'],['none'],0.67013,0.11,1,india,1818.2
public,none,72.0,never,mixed,natural gas,2.0,9.5,vegetarian,549.3,1,medium,2,"['paper', 'plastic']",['stove'],0.3844,0.36,2,us,408.7
private,petrol,192.6,never,renewable_heavy,electricity,0.0,4.5,omnivore,3472.4,1,small,2,['metal'],"['stove', 'oven', 'microwave']",0.147,0.11,4,india,708.6
private,diesel,360.3,often,renewable_heavy,electricity,3.0,3.0,vegetarian,386.2,1,medium,1,"['paper', 'metal', 'glass']",['oven'],0.048,0.44,1,uk,503.5
walk/bicycle,none,223.0,very frequently,renewable_heavy,electricity,6.5,5.5,vegetarian,2278.7,4,small,2,"['paper', 'metal']","['stove', 'oven']",0.147,0.11,1,india,910.6
public,none,17.2,never,mixed,electricity,2.5,7.0,omnivore,544.2,1,large,2,['none'],"['stove', 'oven', 'microwave']",0.3844,0.36,4,us,485.9
private,petrol,160.5,often,renewable_heavy,electricity,0.5,2.5,vegan,1250.1,2,small,2,"['plastic', 'glass']","['stove', 'microwave', 'grill']",0.147,0.11,1,india,536.0
private,petrol,93.3,often,mixed,natural gas,4.0,5.5,vegetarian,333.7,2,small,3,['paper'],['none'],0.21741,0.44,6,uk,492.5
public,none,533.2,never,renewable_heavy,electricity,8.0,5.0,pescatarian,1034.0,2,large,3,['none'],"['stove', 'microwave']",0.147,0.11,1,india,501.0
walk/bicycle,none,45.5,rarely,mixed,electricity,8.0,6.0,vegetarian,638.1,1,large,3,['none'],"['stove', 'oven']",0.21741,0.44,1,uk,662.5
public,none,304.3,rarely,mixed,natural gas,0.0,8.0,omnivore,554.7,5,small,2,['paper'],"['stove', 'microwave']",0.67013,0.11,1,india,623.5
public,none,184.4,never,mixed,electricity,5.5,5.5,vegetarian,312.8,2,medium,1,['glass'],"['stove', 'airfryer']",0.21741,0.44,2,uk,353.2
private,none,230.6,rarely,renewable_heavy,electricity,5.5,7.0,vegetarian,1151.7,1,medium,4,['metal'],['none'],0.085,0.36,1,us,725.1
private,none,372.5,never,mixed,natural gas,0.5,3.0,vegan,2576.5,1,medium,2,['none'],"['stove', 'oven', 'microwave']",0.67013,0.11,1,india,518.5
walk/bicycle,none,150.9,rarely,mixed,electricity,4.0,5.5,omnivore,1062.2,1,large,4,"['paper', 'glass']","['oven', 'microwave']",0.67013,0.11,1,india,784.9
public,none,198.1,never,mixed,natural gas,8.5,2.5,omnivore,2515.0,4,medium,2,['none'],"['stove', 'oven']",0.67013,0.11,2,india,649.8
private,diesel,868.7,rarely,renewable_heavy,natural gas,5.0,2.0,omnivore,565.1,3,medium,1,"['paper', 'plastic']","['stove', 'microwave']",0.048,0.44,5,uk,800.2
public,none,447.5,rarely,mixed,electricity,7.5,7.0,omnivore,397.8,8,large,2,['plastic'],"['stove', 'microwave', 'grill']",0.21741,0.44,4,uk,679.8
private,petrol,419.5,rarely,mixed,natural gas,1.0,5.0,omnivore,2723.1,2,small,1,['none'],"['stove', 'oven', 'airfryer']",0.67013,0.11,3,india,694.3
private,diesel,407.4,never,mixed,electricity,6.5,6.5,omnivore,1011.1,2,small,1,"['paper', 'glass']",['none'],0.67013,0.11,8,india,417.5
public,none,1004.5,never,mixed,natural gas,4.0,4.5,vegetarian,1358.6,0,small,2,"['paper', 'plastic', 'glass']","['stove', 'oven', 'microwave']",0.67013,0.11,1,india,378.4
private,diesel,306.3,rarely,mixed,electricity,3.5,2.5,omnivore,2393.8,2,extra large,1,"['plastic', 'metal']","['microwave', 'grill']",0.67013,0.11,3,india,643.4
private,petrol,203.2,never,mixed,electricity,2.0,11.0,vegan,371.7,3,medium,2,['plastic'],"['stove', 'microwave', 'airfryer']",0.3844,0.36,2,us,378.1
private,none,321.8,never,mixed,electricity,3.0,2.5,omnivore,1562.1,5,medium,1,"['plastic', 'metal']","['stove', 'oven', 'airfryer']",0.67013,0.11,5,india,508.3
private,petrol,110.1,rarely,mixed,electricity,4.5,4.0,vegetarian,1138.2,0,medium,3,['none'],['none'],0.67013,0.11,6,india,361.5
walk/bicycle,none,389.4,very frequently,mixed,electricity,3.0,10.5,omnivore,784.3,0,large,1,"['plastic', 'glass']","['stove', 'oven', 'microwave', 'grill', 'airfryer']",0.21741,0.44,2,uk,1083.8
private,petrol,458.0,rarely,mixed,electricity,6.5,4.5,vegetarian,384.1,2,medium,3,['paper'],['stove'],0.21741,0.44,4,uk,446.1
private,diesel,135.1,rarely,mixed,natural gas,0.0,4.0,omnivore,622.6,2,medium,2,['none'],"['stove', 'oven']",0.21741,0.44,2,uk,667.5
public,none,161.8,often,mixed,electricity,6.5,4.0,omnivore,598.9,0,small,2,"['plastic', 'glass']","['stove', 'oven', 'microwave']",0.67013,0.11,4,india,567.7
public,none,249.4,rarely,mixed,electricity,0.0,0.0,omnivore,609.6,2,large,2,"['paper', 'metal']","['stove', 'microwave']",0.21741,0.44,8,uk,684.5
public,none,102.9,rarely,mixed,electricity,2.0,3.0,omnivore,238.2,1,extra large,3,['none'],['stove'],0.3844,0.36,2,us,563.2
walk/bicycle,none,71.7,often,renewable_heavy,natural gas,6.5,7.0,vegetarian,382.7,1,medium,1,"['paper', 'plastic', 'metal', 'glass']","['stove', 'oven']",0.085,0.36,3,us,447.2
public,none,146.5,never,renewable_heavy,natural gas,6.5,3.0,omnivore,2214.0,1,small,3,['metal'],['stove'],0.147,0.11,2,india,528.5
public,none,194.3,never,mixed,natural gas,5.0,0.0,omnivore,1081.5,1,medium,6,"['plastic', 'metal', 'glass']","['microwave', 'airfryer']",0.21741,0.44,3,uk,756.5
private,lpg,331.0,never,mixed,natural gas,6.5,1.5,omnivore,1208.4,1,small,1,['paper'],"['stove', 'microwave']",0.3844,0.36,3,us,819.3
private,hybrid,299.9,never,renewable_heavy,natural gas,5.0,6.5,omnivore,350.9,0,large,7,"['paper', 'plastic']",['grill'],0.048,0.44,3,uk,507.5
private,petrol,174.7,often,mixed,electricity,4.0,4.5,vegetarian,561.7,7,extra large,4,"['paper', 'plastic']","['stove', 'microwave']",0.3844,0.36,1,us,1020.1
public,none,305.2,never,mixed,natural gas,3.5,10.5,omnivore,262.1,6,medium,2,"['paper', 'plastic']","['oven', 'microwave', 'airfryer']",0.21741,0.44,2,uk,471.2
public,none,113.5,rarely,mixed,electricity,4.0,1.5,vegetarian,455.8,4,large,3,['plastic'],"['oven', 'microwave']",0.3844,0.36,1,us,594.1
public,none,46.8,rarely,mixed,natural gas,4.5,5.0,vegetarian,360.7,1,large,2,['none'],['microwave'],0.21741,0.44,4,uk,419.9
public,none,151.6,very frequently,mixed,natural gas,3.5,3.5,vegetarian,2385.2,1,large,3,['plastic'],"['stove', 'oven', 'microwave', 'grill']",0.67013,0.11,4,india,1020.2
public,none,227.3,rarely,mixed,electricity,2.0,4.5,pescatarian,1467.8,0,small,7,"['paper', 'metal']","['stove', 'oven', 'microwave', 'grill']",0.67013,0.11,1,india,598.4
private,electric,107.8,rarely,renewable_heavy,electricity,0.5,1.0,vegetarian,478.4,3,large,3,['none'],['stove'],0.048,0.44,2,uk,534.1
private,lpg,48.7,rarely,mixed,electricity,2.0,2.5,omnivore,545.3,1,medium,2,['plastic'],"['stove', 'oven', 'microwave']",0.3844,0.36,1,us,636.5
private,electric,83.4,never,mixed,natural gas,6.5,8.0,omnivore,247.2,7,large,3,['paper'],"['stove', 'microwave']",0.3844,0.36,1,us,703.2
private,petrol,61.4,rarely,renewable_heavy,electricity,3.5,4.5,omnivore,343.9,2,medium,1,['none'],"['stove', 'oven']",0.048,0.44,2,uk,523.0
walk/bicycle,none,53.2,never,mixed,electricity,3.0,8.0,omnivore,332.9,1,extra large,6,['none'],['oven'],0.3844,0.36,6,us,451.4
private,diesel,191.3,never,mixed,electricity,6.5,4.0,omnivore,1119.6,1,small,2,"['paper', 'metal']",['microwave'],0.21741,0.44,1,uk,913.3
private,hybrid,529.9,rarely,renewable_heavy,natural gas,4.0,6.0,vegetarian,4039.7,7,small,2,"['metal', 'glass']",['stove'],0.147,0.11,2,india,860.5
public,none,188.6,often,mixed,natural gas,5.0,3.5,omnivore,627.1,0,small,3,['paper'],['none'],0.21741,0.44,1,uk,759.0
private,petrol,524.3,rarely,mixed,natural gas,3.5,4.5,vegetarian,1520.1,1,medium,2,"['paper', 'glass']","['stove', 'microwave']",0.67013,0.11,1,india,605.9
private,diesel,17.4,rarely,mixed,wood,3.5,2.5,vegetarian,1229.1,1,medium,1,['plastic'],"['stove', 'oven']",0.3844,0.36,1,us,700.1
private,diesel,217.1,rarely,mixed,electricity,1.5,5.5,vegan,302.2,3,large,3,"['paper', 'plastic']","['oven', 'microwave', 'airfryer']",0.21741,0.44,1,uk,555.5
private,diesel,301.7,rarely,renewable_heavy,electricity,4.0,9.5,omnivore,1352.4,1,small,2,['none'],"['stove', 'grill', 'airfryer']",0.147,0.11,1,india,537.4
public,none,91.4,rarely,mixed,natural gas,2.5,5.5,omnivore,5000.0,1,small,1,"['paper', 'plastic']",['none'],0.67013,0.11,4,india,871.7
private,petrol,81.9,very frequently,renewable_heavy,electricity,2.0,9.0,vegetarian,2884.9,2,medium,4,"['paper', 'metal']","['microwave', 'airfryer']",0.147,0.11,1,india,1044.7
private,petrol,132.1,rarely,mixed,natural gas,4.5,6.5,omnivore,289.5,5,large,1,"['plastic', 'glass']","['stove', 'oven', 'microwave', 'airfryer']",0.3844,0.36,1,us,568.5
private,diesel,406.0,often,renewable_heavy,wood,4.5,5.5,omnivore,360.5,2,large,1,"['paper', 'plastic']",['airfryer'],0.085,0.36,1,us,660.4
private,petrol,63.0,never,mixed,electricity,2.5,2.0,omnivore,3069.3,3,large,4,['none'],"['stove', 'oven', 'microwave']",0.67013,0.11,6,india,726.7
private,petrol,86.8,never,renewable_heavy,electricity,3.5,4.0,omnivore,309.4,4,large,2,"['plastic', 'metal', 'glass']",['none'],0.048,0.44,1,uk,546.3
private,petrol,55.9,never,mixed,wood,4.0,7.5,omnivore,1903.2,1,small,5,"['plastic', 'metal', 'glass']","['stove', 'oven', 'microwave']",0.67013,0.11,1,india,565.3
public,none,312.7,rarely,renewable_heavy,electricity,7.0,1.5,vegetarian,1124.5,7,medium,5,['none'],['none'],0.085,0.36,1,us,957.2
private,petrol,96.6,rarely,renewable_heavy,electricity,0.5,4.0,pescatarian,310.2,1,large,4,"['plastic', 'metal', 'glass']","['oven', 'grill']",0.085,0.36,1,us,556.5
walk/bicycle,none,166.1,rarely,mixed,electricity,7.0,6.5,vegetarian,1547.5,1,large,6,['none'],"['stove', 'oven']",0.67013,0.11,3,india,566.0
public,none,278.7,often,mixed,electricity,6.5,5.5,omnivore,5000.0,9,extra large,2,['none'],"['stove', 'microwave']",0.67013,0.11,3,india,1261.3
private,diesel,116.0,never,mixed,electricity,4.0,12.5,omnivore,474.9,1,extra large,2,['none'],"['stove', 'oven', 'grill']",0.21741,0.44,3,uk,539.7
private,none,48.5,rarely,mixed,electricity,5.5,6.5,vegetarian,588.8,3,small,3,"['paper', 'plastic']","['stove', 'microwave', 'grill']",0.3844,0.36,4,us,487.1
public,none,285.9,rarely,mixed,electricity,5.5,5.0,vegetarian,4671.8,0,medium,4,"['metal', 'glass']","['stove', 'microwave']",0.67013,0.11,1,india,937.9
private,petrol,305.5,never,mixed,electricity,1.0,3.5,vegetarian,502.1,0,large,2,"['metal', 'glass']","['stove', 'oven', 'microwave']",0.21741,0.44,8,uk,392.9
public,none,768.5,rarely,renewable_heavy,natural gas,5.0,3.5,vegetarian,925.5,4,medium,4,['none'],['stove'],0.085,0.36,1,us,748.4
private,petrol,239.8,rarely,renewable_heavy,electricity,3.0,4.0,omnivore,924.1,1,small,3,"['paper', 'plastic']","['stove', 'microwave']",0.147,0.11,1,india,432.1
private,petrol,193.8,often,mixed,natural gas,0.0,6.0,omnivore,586.1,3,large,4,"['paper', 'metal']","['stove', 'oven', 'microwave']",0.3844,0.36,5,us,766.0
public,none,232.9,rarely,mixed,natural gas,2.5,12.0,omnivore,408.6,5,medium,4,['metal'],"['stove', 'microwave']",0.3844,0.36,5,us,612.0
public,none,154.0,rarely,mixed,electricity,7.0,4.5,omnivore,2659.1,1,medium,2,['plastic'],['none'],0.67013,0.11,4,india,616.3
private,diesel,176.1,very frequently,mixed,electricity,3.5,5.0,omnivore,109.2,13,large,7,['none'],"['stove', 'microwave']",0.21741,0.44,5,uk,1097.6
public,none,105.8,rarely,renewable_heavy,natural gas,6.5,4.5,vegetarian,911.5,1,small,4,"['paper', 'plastic']","['stove', 'microwave', 'grill']",0.147,0.11,2,india,380.5
private,petrol,230.3,never,mixed,electricity,5.0,4.0,omnivore,1954.0,2,medium,1,"['plastic', 'metal']","['stove', 'microwave']",0.67013,0.11,1,india,688.3
private,lpg,234.2,often,mixed,electricity,1.0,1.0,omnivore,3025.5,4,small,1,['plastic'],['stove'],0.67013,0.11,1,india,899.1
walk/bicycle,none,156.4,never,mixed,electricity,6.0,3.0,omnivore,178.6,2,medium,1,['paper'],"['stove', 'oven', 'microwave']",0.21741,0.44,1,uk,401.2
private,diesel,77.7,never,mixed,electricity,6.0,3.5,vegetarian,270.6,3,small,2,"['plastic', 'metal']","['stove', 'oven', 'microwave', 'grill']",0.21741,0.44,2,uk,359.4
private,petrol,47.7,very frequently,renewable_heavy,electricity,3.0,9.0,vegetarian,445.7,1,medium,5,['metal'],"['stove', 'grill']",0.048,0.44,3,uk,814.7
private,petrol,112.2,never,mixed,natural gas,0.5,1.5,vegan,1900.3,1,large,2,['paper'],"['stove', 'airfryer']",0.67013,0.11,1,india,507.7
walk/bicycle,none,102.1,often,mixed,natural gas,4.0,5.0,omnivore,646.8,2,small,2,['none'],['stove'],0.21741,0.44,2,uk,807.3
private,diesel,127.0,rarely,mixed,electricity,2.5,6.5,vegetarian,837.4,3,medium,3,['none'],['stove'],0.3844,0.36,1,us,696.2
public,none,119.8,often,mixed,electricity,4.0,5.5,vegetarian,1122.5,0,large,6,['none'],"['stove', 'oven', 'microwave', 'airfryer']",0.67013,0.11,3,india,611.1
public,none,849.1,rarely,mixed,electricity,7.0,2.0,omnivore,1912.4,2,large,3,['none'],"['stove', 'oven', 'microwave']",0.67013,0.11,1,india,849.3
public,none,127.6,often,mixed,electricity,7.0,4.5,omnivore,274.4,1,large,2,"['plastic', 'metal', 'glass']",['microwave'],0.21741,0.44,1,uk,642.7
private,petrol,54.6,very frequently,mixed,natural gas,6.0,0.0,omnivore,4023.1,1,medium,1,"['paper', 'plastic', 'metal']",['stove'],0.67013,0.11,1,india,1186.0
private,petrol,184.2,rarely,mixed,electricity,5.5,7.5,vegetarian,733.7,5,large,1,"['paper', 'glass']","['stove', 'oven', 'microwave', 'grill']",0.3844,0.36,4,us,640.3
walk/bicycle,none,128.6,never,renewable_heavy,natural gas,4.0,6.0,pescatarian,267.5,1,large,1,"['paper', 'plastic']","['stove', 'microwave']",0.085,0.36,6,us,252.0
private,petrol,965.7,often,renewable_heavy,electricity,7.0,2.0,vegetarian,4274.4,1,medium,3,"['paper', 'metal', 'glass']","['stove', 'oven', 'microwave', 'airfryer']",0.147,0.11,7,india,969.1
private,diesel,236.9,rarely,mixed,electricity,2.0,7.5,vegetarian,176.9,2,medium,3,['none'],"['stove', 'oven']",0.21741,0.44,6,uk,366.7
private,diesel,406.3,never,mixed,natural gas,2.5,4.5,pescatarian,284.2,3,small,4,"['paper', 'plastic', 'metal']","['stove', 'microwave']",0.21741,0.44,1,uk,466.5
public,none,186.2,often,renewable_heavy,natural gas,5.5,6.0,omnivore,246.1,1,large,4,"['paper', 'plastic']","['stove', 'oven', 'microwave']",0.085,0.36,1,us,776.1
walk/bicycle,none,215.5,rarely,mixed,electricity,9.5,5.0,vegetarian,348.9,1,medium,3,"['paper', 'metal']","['stove', 'oven', 'grill', 'airfryer']",0.3844,0.36,3,us,372.3
private,hybrid,112.1,never,renewable_heavy,wood,4.0,4.0,omnivore,130.7,1,large,1,"['paper', 'plastic']",['none'],0.085,0.36,1,us,357.7
private,petrol,173.3,rarely,mixed,natural gas,7.0,3.0,vegetarian,364.7,2,medium,2,"['paper', 'plastic', 'metal']","['stove', 'microwave']",0.21741,0.44,1,uk,429.2
public,none,80.4,very frequently,mixed,electricity,1.5,8.5,vegan,778.5,2,medium,3,['plastic'],"['stove', 'microwave']",0.67013,0.11,3,india,750.1
private,none,122.1,often,mixed,natural gas,5.0,4.5,vegetarian,342.2,4,extra large,2,['none'],"['stove', 'oven', 'microwave']",0.3844,0.36,3,us,619.1
walk/bicycle,none,240.7,never,renewable_heavy,natural gas,6.0,3.5,vegan,3774.9,4,small,1,['none'],"['stove', 'oven']",0.147,0.11,1,india,635.2
private,diesel,256.4,rarely,mixed,electricity,6.0,4.0,vegetarian,487.5,1,medium,2,['none'],['stove'],0.3844,0.36,2,us,466.5
private,electric,220.7,never,mixed,electricity,3.5,6.0,vegetarian,1522.8,4,medium,6,['glass'],"['stove', 'oven']",0.3844,0.36,10,us,724.7
private,diesel,104.6,rarely,renewable_heavy,natural gas,2.5,5.5,vegetarian,3620.9,1,large,3,['glass'],"['oven', 'microwave', 'airfryer']",0.147,0.11,7,india,689.4
private,hybrid,1332.6,never,renewable_heavy,electricity,1.5,7.5,vegetarian,652.0,2,small,3,['none'],"['stove', 'microwave']",0.048,0.44,7,uk,541.4
private,diesel,166.7,never,mixed,natural gas,4.0,6.0,vegan,1477.6,4,large,2,"['paper', 'plastic', 'metal']","['stove', 'oven', 'microwave']",0.67013,0.11,5,india,393.1
public,none,225.6,very frequently,mixed,electricity,8.0,5.5,vegan,1717.7,5,small,1,"['paper', 'plastic']",['none'],0.67013,0.11,4,india,844.7
private,petrol,564.8,rarely,mixed,electricity,3.5,6.0,omnivore,2675.4,2,extra large,3,"['plastic', 'metal']",['none'],0.67013,0.11,1,india,1063.5
public,none,78.4,rarely,mixed,electricity,10.0,6.5,omnivore,338.7,4,small,3,['plastic'],"['stove', 'microwave', 'airfryer']",0.3844,0.36,2,us,564.7
private,petrol,154.3,rarely,mixed,electricity,4.5,1.0,vegetarian,2014.5,2,small,1,['none'],"['stove', 'microwave']",0.67013,0.11,5,india,520.7
private,none,945.9,never,mixed,natural gas,6.0,4.0,omnivore,831.0,1,extra large,4,"['paper', 'metal', 'glass']","['stove', 'microwave', 'grill']",0.3844,0.36,3,us,649.5
private,petrol,273.6,rarely,renewable_heavy,electricity,9.5,1.5,vegetarian,394.9,5,extra large,2,['none'],"['oven', 'microwave']",0.048,0.44,1,uk,602.9
private,hybrid,370.7,rarely,renewable_heavy,natural gas,4.5,3.0,omnivore,901.0,0,medium,3,['none'],"['stove', 'microwave', 'grill', 'airfryer']",0.147,0.11,1,india,520.1
private,lpg,129.6,never,renewable_heavy,natural gas,9.0,4.5,pescatarian,534.5,2,medium,3,['none'],"['stove', 'microwave']",0.048,0.44,2,uk,469.6
public,none,125.3,never,renewable_heavy,electricity,4.5,4.5,vegetarian,1584.6,1,small,2,['none'],['stove'],0.147,0.11,3,india,352.6
private,petrol,68.8,rarely,mixed,electricity,4.0,4.0,vegetarian,333.9,2,extra large,12,['none'],['oven'],0.3844,0.36,3,us,702.2
private,hybrid,1097.6,often,mixed,wood,4.5,4.0,vegetarian,5000.0,12,large,3,['none'],"['stove', 'microwave']",0.67013,0.11,1,india,1406.4
private,petrol,121.0,never,mixed,electricity,0.5,2.0,omnivore,396.6,3,large,3,['none'],"['grill', 'airfryer']",0.21741,0.44,2,uk,572.1
public,none,53.8,rarely,mixed,electricity,2.0,2.5,vegan,1158.4,1,large,4,['none'],"['stove', 'microwave']",0.21741,0.44,1,uk,984.8
private,petrol,522.6,never,mixed,electricity,1.5,0.0,omnivore,1325.0,0,medium,2,['none'],"['stove', 'oven', 'microwave', 'grill']",0.67013,0.11,1,india,549.9
private,diesel,99.5,rarely,mixed,wood,4.0,3.0,vegetarian,1384.5,1,medium,4,"['paper', 'plastic', 'metal', 'glass']","['stove', 'oven']",0.67013,0.11,3,india,424.6
private,hybrid,342.0,often,mixed,wood,5.5,4.5,pescatarian,1541.0,3,extra large,3,['none'],"['stove', 'oven', 'airfryer']",0.67013,0.11,6,india,671.3
private,petrol,332.5,rarely,mixed,natural gas,3.0,4.5,vegetarian,1893.4,1,medium,2,"['paper', 'plastic']",['microwave'],0.67013,0.11,1,india,591.8
private,petrol,461.0,rarely,mixed,electricity,10.0,7.0,omnivore,309.7,1,extra large,2,"['paper', 'metal']","['stove', 'microwave']",0.21741,0.44,1,uk,664.2
public,none,51.7,never,mixed,natural gas,0.5,7.5,vegetarian,258.7,1,small,2,['none'],"['oven', 'microwave']",0.3844,0.36,2,us,282.2
public,none,254.3,often,mixed,electricity,1.5,4.0,vegetarian,749.2,1,medium,2,['none'],"['stove', 'grill']",0.3844,0.36,1,us,723.7
private,diesel,68.2,rarely,mixed,natural gas,6.0,4.0,omnivore,386.0,8,medium,5,"['paper', 'metal']","['stove', 'oven', 'microwave']",0.21741,0.44,1,uk,774.7
private,electric,191.1,never,renewable_heavy,wood,3.5,9.0,vegetarian,581.4,2,medium,3,['none'],"['oven', 'microwave']",0.048,0.44,2,uk,430.1
private,diesel,392.4,rarely,mixed,electricity,0.0,5.0,omnivore,436.5,2,medium,1,['plastic'],['stove'],0.21741,0.44,1,uk,636.4
walk/bicycle,none,38.8,often,mixed,natural gas,5.5,4.0,vegan,5000.0,8,large,7,"['plastic', 'glass']",['oven'],0.67013,0.11,4,india,1069.1
public,none,122.0,never,mixed,electricity,5.0,5.5,omnivore,2173.6,1,medium,3,"['paper', 'glass']","['stove', 'microwave']",0.67013,0.11,4,india,545.1
